sample,MX1303_C5JC4ACXX_3_TAGGAT,MX1304_C5JC4ACXX_4_CCGGTG,MX1305_C5JC4ACXX_5_TGTTGG,MX1306_C5JC4ACXX_6_GTATAG,MX1307_C5JC4ACXX_7_AGCATC,MX1307_C5JC4ACXX_7_CAGGCC,MX1310_C5JC1ACXX_4_CTCTAC,MX1310_C5JC1ACXX_4_GGAACT,MX1310_C5JC1ACXX_4_GGACGG,MX1310_C5JC1ACXX_4_TGACAT,MX1355_C6RGTANXX_2_AAGCTA,MX1355_C6RGTANXX_2_ACATCG,MX1355_C6RGTANXX_2_CAAGTT,MX1355_C6RGTANXX_2_CATTCA,MX1355_C6RGTANXX_2_GGAACT,MX1356_C6RGTANXX_3_ATGGCA,MX1356_C6RGTANXX_3_CCTTGC,MX1356_C6RGTANXX_3_CGGCCT,MX1356_C6RGTANXX_3_GCGTGG,MX1356_C6RGTANXX_3_GCTGTA,MX1356_C6RGTANXX_3_GTATAG,MX1356_C6RGTANXX_3_TAGTTG,MX1356_C6RGTANXX_3_TGACAT,MX1357_C6RGTANXX_4_AATTAT,MX1357_C6RGTANXX_4_AGTCTT,MX1357_C6RGTANXX_4_CATGGG,MX1357_C6RGTANXX_4_GCCTAA,MX1357_C6RGTANXX_4_GTAGCC,MX1357_C6RGTANXX_4_TATCGT,MX1357_C6RGTANXX_4_TCTGAG
hsa-miR-6794-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6795-3p,0,0,0,0,0.038,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0
hsa-miR-6795-5p,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
hsa-miR-6796-3p,0,0,0.034,0,0,0,0,0,0.025,0,0,0,0,0,0.09,0,0.066,0,0,0.03,0,0,0,0,0,0.117,0,0.057,0,0.03
hsa-miR-6796-5p,0.087,0.258,0.034,0,0.038,0.064,0,0,0.148,0,0,0,0,0.114,0,0,0.132,0,0,0,0.07,0,0.111,0,0,0,0.036,0,0,0.209
hsa-miR-6797-3p,0.784,0.515,0.411,0.607,1.037,0.702,1.028,1.113,1.6,1.03,0,0.211,0.373,0.341,0.717,0,0.264,0.386,0.885,0.36,0.94,0.591,0.355,0.588,0.173,0.938,0.071,0.115,0.586,1.7
hsa-miR-6797-5p,0,0.064,0.034,0,0,0,0.045,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0
hsa-miR-6798-3p,0.261,0.064,0.343,0.405,0.115,0.191,0,0.379,0.172,0.473,0,0.035,0.373,0.114,0,0.146,0.264,0.386,0,0.06,0.244,0.295,0.177,0,0.029,0.469,0.036,0,0,0.149
hsa-miR-6798-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6799-3p,0.261,0.193,0.103,0.101,0.384,0.128,0.089,0.237,0.541,0.306,0,0.141,0.187,0,0.269,0,0.264,0.386,0.34,0.06,0.244,0,0.444,0.392,0.23,0.117,0,0.057,0.186,0.209
hsa-miR-6799-5p,0,0.064,0,0,0,0,0,0,0.025,0.028,0,0.035,0,0,0.09,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
hsa-miR-6800-3p,0,0,0.069,0,0,0.064,0.089,0.024,0,0.028,0,0.105,0.187,0,0.09,0,0.132,0,0,0,0,0.295,0,0,0,0,0,0,0,0
hsa-miR-6800-5p,0.087,0.064,0,0.051,0,0,0.045,0,0.049,0.056,0,0.035,0,0,0,0,0,0,0,0.06,0,0,0.022,0,0.029,0,0,0,0,0.06
hsa-miR-6801-3p,0,0.064,0,0,0.038,0,0,0,0,0.139,0,0.035,0,0,0,0,0.066,0,0,0.03,0.035,0,0.044,0,0.029,0,0.071,0,0.027,0
hsa-miR-6801-5p,0,0,0.034,0.051,0.077,0,0,0.118,0.049,0.084,0,0,0,0.114,0.09,0,0,0,0,0,0.104,0,0.111,0,0,0,0.071,0,0.053,0.179
hsa-miR-6802-3p,0,0.064,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
hsa-miR-6802-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6803-3p,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6803-5p,0,0,0,0,0,0,0,0.024,0.025,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
hsa-miR-6804-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6804-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6805-3p,0,0,0,0,0,0,0,0,0,0,0,0.035,0.187,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0
hsa-miR-6805-5p,0,0,0.069,0,0,0.064,0.045,0.047,0.074,0.028,0,0,0,0,0.448,0,0.066,0,0,0,0.104,0,0.022,0,0,0,0,0,0.027,0
hsa-miR-6806-3p,1.132,1.803,1.61,0.86,0.998,0.957,0.581,1.634,2.043,1.615,0.388,0.738,0.373,0.341,0.717,0.292,1.651,0.514,0.34,0.901,1.115,0.591,0.932,0,0.719,0.352,0.998,0.976,0.48,0.745
hsa-miR-6806-5p,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
hsa-miR-6807-3p,0.174,0.064,0.103,0,0.038,0,0,0,0.049,0.056,0,0.07,0,0,0,0,0,0.129,0,0,0.07,0,0,0,0,0,0.071,0,0,0
hsa-miR-6807-5p,0.174,0.064,0.103,0.101,0,0.064,0.134,0.189,0.123,0.139,0,0.035,0,0,0.09,0,0.198,0,0.068,0.03,0.139,0,0.089,0,0,0,0.107,0,0.053,0.06
hsa-miR-6808-3p,0,0,0,0,0,0,0,0,0.025,0,0,0,0.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6808-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6809-3p,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0
hsa-miR-6809-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6810-3p,0.087,0.064,0.137,0,0.038,0.064,0.089,0.071,0.025,0.111,0,0.105,0.187,0.227,0.269,0,0.264,0,0.068,0.21,0.104,0.295,0.244,0,0.115,0.117,0.321,0.23,0.027,0.089
hsa-miR-6810-5p,0,0,0.069,0.152,0,0,0.089,0.024,0.074,0.028,0,0,0.187,0,0,0.146,0,0,0,0,0,0,0,0,0.029,0,0,0.057,0,0.03
hsa-miR-6811-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
hsa-miR-6811-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6812-3p,0,0.064,0.034,0.101,0,0,0,0.047,0.025,0.028,0,0,0,0,0,0,0.066,0,0,0.06,0,0,0.044,0,0,0,0.036,0.057,0,0.089
hsa-miR-6812-5p,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0.057,0,0
hsa-miR-6813-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6813-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6814-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6814-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6815-3p,0.087,0.129,0.069,0.152,0.038,0.064,0,0.047,0.074,0.028,0,0.07,0.187,0,0,0.292,0,0,0,0,0,0,0.111,0,0.086,0,0.036,0.115,0,0
hsa-miR-6815-5p,0.261,0.129,0,0.101,0.115,0,0.089,0.071,0.025,0.195,0,0.035,0,0.114,0.179,0,0.264,0.129,0.136,0.18,0,0,0.222,0,0.144,0,0.178,0.057,0.24,0.089
hsa-miR-6816-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6816-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6817-3p,0,0.064,0.034,0,0.038,0,0,0.047,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0.027,0
hsa-miR-6817-5p,0.261,0.129,0.069,0.051,0,0,0.089,0.024,0.049,0.056,0.388,0.105,0,0.227,0.09,0,0,0,0.068,0.03,0.139,0,0.111,0.196,0.029,0,0,0,0.053,0.06
hsa-miR-6818-3p,0.087,0.064,0,0,0,0.191,0,0.071,0.025,0.056,0,0.035,0,0,0,0,0.066,0,0.068,0,0.07,0,0.111,0.196,0.086,0.234,0.071,0,0.053,0.119
hsa-miR-6818-5p,0.174,0.129,0.103,0.506,0.154,0.383,0.045,0.166,0.222,0.362,0,0.035,0.187,0,0.09,0.146,0,0,0.068,0.06,0.139,0,0.133,0,0.029,0.352,0.107,0.057,0.107,0.268
hsa-miR-6819-3p,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0
hsa-miR-6819-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6820-3p,2.09,1.867,0.925,0.961,1.536,2.615,0.67,2.226,1.28,1.894,2.33,0.632,0,0.114,0.538,0.146,0.462,0.386,1.157,0.39,1.707,0.295,1.398,0.588,0.431,0.586,0.321,0.172,1.039,1.819
hsa-miR-6820-5p,0,0,0.034,0,0.038,0.064,0,0.047,0.049,0.028,0,0.07,0.187,0,0,0,0.066,0,0.136,0.03,0.104,0,0.089,0,0,0,0,0.057,0,0.179
hsa-miR-6821-3p,0,0,0.034,0,0,0,0.089,0.047,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0.029,0,0,0,0,0.03
hsa-miR-6821-5p,0.087,0.064,0.034,0.101,0,0,0.134,0.024,0.049,0.084,0,0.035,0,0.114,0.359,0,0,0,0,0.06,0.035,0,0.067,0,0.058,0,0,0,0.027,0.149
hsa-miR-6822-3p,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0.03
hsa-miR-6822-5p,0,0,0,0.051,0,0,0,0.118,0,0.139,0,0,0,0,0.09,0,0,0.257,0.136,0,0,0,0.044,0.196,0.029,0,0.143,0,0.053,0
hsa-miR-6823-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6823-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6824-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6824-5p,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6825-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6825-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6826-3p,0,0.193,0.206,0.101,0.038,0.064,0,0.237,0.123,0.084,0,0,0,0,0.269,0,0.066,0,0.136,0.03,0.174,0,0.111,0,0.086,0,0,0,0.027,0
hsa-miR-6826-5p,0,0.129,0.034,0,0.038,0,0.045,0,0.025,0,0,0.035,0,0,0,0,0.066,0,0,0,0.07,0,0.044,0,0,0,0,0,0,0.03
hsa-miR-6827-3p,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6827-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6828-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6828-5p,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6829-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6829-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6830-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
hsa-miR-6830-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6831-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6831-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
hsa-miR-6832-3p,0,0,0.034,0.051,0.038,0,0,0.024,0.025,0.056,0,0.035,0,0,0,0,0.066,0,0,0,0.035,0,0,0,0,0,0.036,0.057,0,0.06
hsa-miR-6832-5p,0,0,0,0.101,0,0.064,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0.027,0.179
hsa-miR-6833-3p,0.261,0.193,0.171,0.202,0.115,0.128,0.089,0.213,0.271,0.195,0,0.035,0,0,0.179,0,0.066,0,0.204,0.03,0.279,0,0.355,0.392,0.029,0.117,0.036,0.057,0.133,0.239
hsa-miR-6833-5p,0,0,0.034,0,0,0,0.045,0.024,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,0,0,0,0.027,0
hsa-miR-6834-3p,0,0,0.034,0,0.038,0,0,0.024,0.049,0.028,0,0,0,0.114,0,0,0,0,0,0.06,0,0,0,0.196,0,0,0,0,0,0
hsa-miR-6834-5p,0,0.064,0,0.051,0,0.064,0.089,0.071,0.074,0,0,0.07,0.187,0,0,0.437,0,0,0,0,0.104,0,0.022,0,0.058,0,0.107,0,0,0.06
hsa-miR-6835-3p,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6835-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6836-3p,0,0,0.034,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6836-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6837-3p,1.829,0.966,1.268,0.961,0.614,1.084,0.447,0.924,1.821,1.17,1.554,0.949,0.373,0.568,1.166,0.146,1.056,0.9,1.021,0.33,1.115,0,0.621,0.392,0.777,0.586,0.784,1.091,0.533,1.252
hsa-miR-6837-5p,0,0.064,0.206,0,0.192,0.064,0,0.284,0.074,0.028,0,0.105,0.187,0,0,0,0.198,0,0,0.03,0.07,0,0.155,0,0,0.117,0.214,0.057,0,0
hsa-miR-6838-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6838-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6839-3p,0,0,0,0.051,0,0,0,0.024,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6839-5p,0.087,0,0.103,0.051,0.23,0.064,0.134,0.284,0.615,0.334,0.388,0.386,0.747,0,0,0,0.198,0.257,0,0.24,0.07,0,0.2,0.196,0.201,0.234,0.463,0.345,0.4,0.149
hsa-miR-6840-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6840-5p,0,0,0.069,0,0,0,0,0.024,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0
hsa-miR-6841-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6841-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6842-3p,0.261,0.579,1.336,0.354,0.307,0.383,0.268,0.9,0.32,1.058,0.777,0.808,0.373,0.568,0.179,0.292,0.396,0.514,0.204,0.15,0.209,0.886,0.466,0,0.173,0,0.178,0.402,0.453,0.596
hsa-miR-6842-5p,0,0,0.034,0,0,0,0.045,0,0,0.028,0,0,0,0,0,0,0,0,0,0.06,0,0,0.022,0,0,0,0.071,0,0,0.119
hsa-miR-6843-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6844,0.174,0.064,0,0,0.038,0,0,0,0,0,0,0.176,0,0.227,0,0,0,0,0.068,0,0.035,0,0.022,0,0,0,0.036,0,0.027,0
hsa-miR-6845-3p,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6845-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0
hsa-miR-6846-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6846-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6847-3p,0,0,0.034,0,0,0,0,0,0,0.028,0,0.035,0.187,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0.036,0,0,0
hsa-miR-6847-5p,0.174,0,0.103,0,0.038,0.064,0.045,0.166,0.049,0.056,0,0.07,0.187,0.227,0.179,0,0.264,0,0,0.15,0.035,0,0.155,0.196,0.029,0,0.107,0,0.053,0.119
hsa-miR-6848-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6848-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6849-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6849-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6850-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6850-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6851-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6851-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6852-3p,0.174,0.064,0,0.051,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0,0.035,0,0.022,0,0,0,0,0,0,0.03
hsa-miR-6852-5p,0,0,0,0,0.038,0,0,0,0.025,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6853-3p,0,0.064,0.034,0.051,0,0,0,0.213,0.025,0,0,0.07,0.187,0,0,0,0,0,0,0.03,0.07,0,0,0,0,0,0.036,0.115,0.027,0.06
hsa-miR-6853-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6854-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6854-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6855-3p,0,0,0.034,0.051,0.077,0,0,0.142,0.025,0.084,0,0.035,0,0,0,0,0.264,0.129,0.136,0.06,0.174,0,0.044,0,0.058,0,0,0,0,0
hsa-miR-6855-5p,0.174,0,0.069,0,0,0.128,0.089,0,0.098,0.084,0,0.211,0,0,0,0,0,0.129,0.204,0.09,0.07,0,0.2,0.392,0.086,0,0,0.057,0.107,0.209
hsa-miR-6856-3p,0.087,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,0,0.035,0,0,0,0,0,0,0.057,0,0
hsa-miR-6856-5p,0,0,0,0.101,0.077,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0.089
hsa-miR-6857-3p,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6857-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6858-3p,0.174,0.193,0,0.556,0.115,0.255,0.045,0.213,0.074,0.362,0,0.211,0.187,0.114,0.269,0,0.198,0.129,0.817,0.03,0.731,0.295,0.067,0,0.144,0.117,0.107,0.287,0.293,0.149
hsa-miR-6858-5p,0.261,0.129,0,0.051,0.115,0.064,0.223,0,0.098,0.139,0,0.141,0,0,0,0,0,0,0.068,0.03,0.07,0,0.155,0.196,0.086,0,0.036,0,0.133,0.03
hsa-miR-6859-3p,0,0.064,0,0,0.307,0,0,0.095,0.025,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0.036,0.057,0,0.06
hsa-miR-6859-5p,0,0.258,0.069,0.051,0.038,0,0,0.261,0.098,0.028,0,0.141,0.187,0,0.269,0.146,0.066,0,0.136,0.06,0.104,0,0.089,0,0,0.117,0.036,0,0.053,0.06
hsa-miR-6859-3p,0,0.064,0,0,0.307,0,0,0.095,0.025,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0.036,0.057,0,0.06
hsa-miR-6859-5p,0,0.258,0.069,0.051,0.038,0,0,0.261,0.098,0.028,0,0.141,0.187,0,0.269,0.146,0.066,0,0.136,0.06,0.104,0,0.089,0,0,0.117,0.036,0,0.053,0.06
hsa-miR-6859-3p,0,0.064,0,0,0.307,0,0,0.095,0.025,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0.036,0.057,0,0.06
hsa-miR-6859-5p,0,0.258,0.069,0.051,0.038,0,0,0.261,0.098,0.028,0,0.141,0.187,0,0.269,0.146,0.066,0,0.136,0.06,0.104,0,0.089,0,0,0.117,0.036,0,0.053,0.06
hsa-miR-6859-3p,0,0.064,0,0,0.307,0,0,0.095,0.025,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0.036,0.057,0,0.06
hsa-miR-6859-5p,0,0.258,0.069,0.051,0.038,0,0,0.261,0.098,0.028,0,0.141,0.187,0,0.269,0.146,0.066,0,0.136,0.06,0.104,0,0.089,0,0,0.117,0.036,0,0.053,0.06
hsa-miR-6860,0,0.193,0.206,0.101,0.192,0.191,0.134,0.332,0.049,0.056,0.388,0.141,0.373,0.227,0.09,0,0,0.257,0,0,0.174,0,0.089,0.392,0,0.117,0.143,0.23,0.053,0.06
hsa-miR-6861-3p,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06
hsa-miR-6861-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-6862-3p,0,0,0,0,0.038,0,0,0.024,0.049,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0.06
hsa-miR-6862-5p,0,0,0,0,0.077,0,0,0.047,0,0.028,0,0.035,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0.027,0
