sample	MX1303_C5JC4ACXX_3_TAGGAT	MX1304_C5JC4ACXX_4_CCGGTG	MX1305_C5JC4ACXX_5_TGTTGG	MX1306_C5JC4ACXX_6_GTATAG	MX1307_C5JC4ACXX_7_AGCATC	MX1307_C5JC4ACXX_7_CAGGCC	MX1310_C5JC1ACXX_4_CTCTAC	MX1310_C5JC1ACXX_4_GGAACT	MX1310_C5JC1ACXX_4_GGACGG	MX1310_C5JC1ACXX_4_TGACAT	MX1355_C6RGTANXX_2_AAGCTA	MX1355_C6RGTANXX_2_ACATCG	MX1355_C6RGTANXX_2_CAAGTT	MX1355_C6RGTANXX_2_CATTCA	MX1355_C6RGTANXX_2_GGAACT	MX1356_C6RGTANXX_3_ATGGCA	MX1356_C6RGTANXX_3_CCTTGC	MX1356_C6RGTANXX_3_CGGCCT	MX1356_C6RGTANXX_3_GCGTGG	MX1356_C6RGTANXX_3_GCTGTA	MX1356_C6RGTANXX_3_GTATAG	MX1356_C6RGTANXX_3_TAGTTG	MX1356_C6RGTANXX_3_TGACAT	MX1357_C6RGTANXX_4_AATTAT	MX1357_C6RGTANXX_4_AGTCTT	MX1357_C6RGTANXX_4_CATGGG	MX1357_C6RGTANXX_4_GCCTAA	MX1357_C6RGTANXX_4_GTAGCC	MX1357_C6RGTANXX_4_TATCGT	MX1357_C6RGTANXX_4_TCTGAG
hsa-miR-3687	0.09	0.06	0.03	0.05	0.00	0.06	1.03	0.10	0.10	0.36	0.39	0.21	0.19	0.00	0.27	0.00	0.40	0.00	0.00	0.27	0.04	0.00	0.09	0.00	0.09	0.00	0.00	0.00	0.16	0.09
hsa-miR-3688-3p	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.04	0.00	0.00	0.09	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.02	0.20	0.03	0.00	0.00	0.00	0.03	0.03
hsa-miR-3688-5p	0.00	0.13	0.07	0.10	0.00	0.00	0.09	0.24	0.03	0.11	0.00	0.18	0.19	0.11	0.00	0.29	0.13	0.00	0.07	0.15	0.07	0.59	0.31	0.00	0.20	0.00	0.07	0.35	0.16	0.09
hsa-miR-3688-3p	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.04	0.00	0.11	0.09	0.00	0.00	0.13	0.00	0.00	0.04	0.00	0.04	0.20	0.03	0.00	0.00	0.06	0.03	0.03
hsa-miR-3688-5p	0.00	0.13	0.07	0.10	0.00	0.00	0.09	0.24	0.03	0.20	0.00	0.18	0.19	0.11	0.00	0.29	0.13	0.00	0.07	0.15	0.07	0.59	0.36	0.00	0.26	0.00	0.11	0.35	0.21	0.09
hsa-miR-3689a-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3689a-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3689b-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3689b-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3689c	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3689d	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3689d	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3689e	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3689f	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-369-3p	391.77	458.75	417.01	428.56	284.14	209.45	347.54	308.48	435.14	482.69	190.70	157.41	128.28	285.50	319.18	248.52	251.41	74.17	258.15	169.28	292.01	86.55	189.05	279.41	107.08	103.99	112.83	137.44	169.02	192.75
hsa-miR-369-5p	75.17	66.25	60.99	74.50	30.45	33.74	84.63	45.97	111.47	88.50	34.96	23.68	23.53	61.87	47.61	50.87	71.50	20.44	103.25	47.91	70.04	13.29	69.17	83.53	46.33	27.90	40.06	40.95	62.16	51.97
hsa-miR-3690	1.22	1.42	2.19	0.46	3.23	1.08	0.22	1.02	0.76	0.36	0.00	2.42	1.68	1.02	0.45	0.58	0.07	1.41	0.75	0.09	0.04	5.32	1.51	0.59	0.32	0.59	2.42	2.93	0.27	2.48
hsa-miR-3690	1.22	1.42	2.19	0.46	3.23	1.08	0.22	1.02	0.76	0.36	0.00	2.42	1.68	1.02	0.45	0.58	0.07	1.41	0.75	0.09	0.04	5.32	1.51	0.59	0.32	0.59	2.42	2.93	0.27	2.48
hsa-miR-3691-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3691-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3692-3p	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.04	0.00	0.00	0.00
hsa-miR-3692-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06
hsa-miR-370-3p	331.15	267.84	140.27	194.53	94.93	74.18	108.58	202.60	117.55	243.07	103.70	108.75	138.55	86.96	163.00	46.94	117.72	78.67	166.68	55.12	97.11	91.87	75.96	55.49	31.23	22.04	64.29	41.01	54.62	133.89
hsa-miR-370-5p	42.85	56.08	57.18	40.01	28.92	25.19	11.53	44.59	32.42	34.20	30.30	28.00	29.13	18.96	37.57	16.91	21.00	12.60	20.21	10.78	24.90	16.84	18.06	10.00	10.67	7.39	18.64	10.68	8.31	22.16
hsa-miR-3713	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3714	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-371a-3p	15.59	7.86	3.22	7.89	6.68	6.25	0.67	11.20	6.89	8.33	5.05	41.78	123.24	1.25	6.64	1.17	7.00	3.47	4.02	5.67	8.92	4.43	16.26	7.26	10.33	11.84	15.47	11.72	7.70	1.31
hsa-miR-371a-5p	26.57	15.39	8.16	13.05	14.75	11.16	1.79	27.99	8.89	13.06	1.55	26.21	95.98	1.93	10.22	0.73	6.87	2.31	3.40	7.33	9.02	2.95	12.16	8.82	9.55	11.61	13.22	11.89	7.51	1.52
hsa-miR-371b-3p	0.09	0.06	0.00	0.00	0.00	0.00	0.00	0.05	0.05	0.03	0.00	0.32	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00
hsa-miR-371b-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.03	0.00	0.11	0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-372-3p	91.28	73.85	17.99	36.72	60.18	49.24	8.85	72.49	91.22	93.84	79.62	463.34	1381.98	10.22	78.00	5.39	105.24	22.11	26.34	19.69	101.22	25.11	67.44	90.78	314.38	98.01	231.89	249.49	75.24	18.99
hsa-miR-372-5p	0.61	0.45	0.00	0.05	0.12	0.06	0.05	0.33	0.00	0.25	0.00	0.49	0.19	0.00	0.00	0.00	0.20	0.13	0.00	0.12	0.10	0.00	0.24	0.20	0.32	0.23	0.14	0.23	0.16	0.00
hsa-miR-373-3p	46.68	24.02	7.26	20.49	17.20	16.39	3.80	28.94	23.60	21.78	29.13	209.20	463.09	12.26	39.18	7.00	28.46	18.25	13.34	14.05	36.85	11.82	35.16	40.20	40.52	38.34	60.12	56.34	23.69	11.45
hsa-miR-373-5p	1.83	1.42	0.65	1.21	0.61	1.08	0.18	0.95	1.21	1.14	0.39	2.11	4.30	0.11	0.72	0.00	0.40	0.26	0.27	0.72	1.18	0.00	0.95	1.57	0.75	0.82	0.93	0.86	0.61	0.24
hsa-miR-374a-3p	4.53	6.83	6.00	5.51	6.80	8.99	6.61	11.44	12.41	12.00	12.82	15.99	15.31	14.64	12.19	6.27	3.90	4.24	4.02	4.29	5.40	6.50	5.59	7.65	6.10	4.46	5.31	8.96	4.58	5.82
hsa-miR-374a-5p	0.09	1.55	0.51	0.46	1.34	1.08	0.76	1.90	0.91	1.25	2.72	2.39	1.12	2.84	2.15	0.44	0.99	0.64	1.36	0.90	0.59	1.18	1.35	0.39	0.81	1.29	0.93	1.38	1.09	0.81
hsa-miR-374b-3p	1.74	2.25	1.27	1.06	1.31	0.96	3.13	3.93	2.71	4.62	1.94	3.02	0.93	2.04	1.70	0.58	0.33	0.39	0.68	0.42	0.49	1.18	0.67	0.20	0.63	0.23	0.18	0.52	0.40	0.36
hsa-miR-374b-5p	1.39	1.67	0.38	1.16	1.84	0.89	1.12	1.37	0.96	1.34	4.27	3.90	3.74	5.22	3.50	0.44	0.66	0.26	1.23	0.87	0.56	1.18	1.29	0.20	0.75	1.17	0.68	1.38	1.25	0.69
hsa-miR-374c-3p	107.91	153.37	91.52	97.67	112.75	68.37	92.00	136.29	80.26	140.10	69.91	112.40	46.12	82.76	65.81	81.63	59.68	31.88	69.08	65.11	62.03	78.58	78.42	81.96	50.13	47.95	60.26	78.28	76.36	65.45
hsa-miR-374c-5p	1.39	1.35	0.14	1.16	1.46	1.02	0.36	0.59	0.37	0.98	2.33	1.62	1.31	2.27	1.44	0.73	0.40	0.26	1.02	0.87	0.70	2.36	0.98	0.39	0.49	0.94	0.46	0.92	0.69	0.42
hsa-miR-375	0.61	0.58	6.82	2.43	0.42	1.79	0.22	1.71	0.64	0.17	6.21	8.22	18.11	13.51	9.41	0.00	0.07	0.39	0.48	2.52	0.31	0.30	0.09	0.20	0.06	0.35	0.14	0.29	0.16	0.18
hsa-miR-376a-3p	94.85	150.66	151.65	118.96	127.54	60.02	200.26	118.01	183.49	194.98	85.45	52.35	36.04	96.15	77.82	208.73	182.02	34.19	115.91	113.95	152.69	25.11	106.57	183.92	117.20	73.28	100.18	90.17	129.64	106.87
hsa-miR-376a-5p	93.89	130.70	64.28	103.18	52.96	52.24	82.17	64.16	156.32	131.80	67.19	47.19	29.13	48.93	59.26	79.73	100.15	32.78	120.87	55.09	118.70	28.06	67.15	102.74	56.72	48.77	48.40	47.84	67.49	90.59
hsa-miR-376a-2-5p	14.81	15.26	8.94	12.19	7.26	9.12	20.46	8.38	23.01	19.33	8.55	5.06	2.99	14.87	9.95	18.80	17.10	3.73	28.04	15.79	16.82	2.95	14.84	18.63	11.39	7.86	6.70	6.66	15.21	13.84
hsa-miR-376a-3p	94.85	150.66	151.65	118.96	127.54	60.02	200.26	118.01	183.49	194.98	85.45	52.35	36.04	96.15	77.82	208.73	182.02	34.19	115.91	113.95	152.69	25.11	106.57	183.92	117.20	73.28	100.18	90.17	129.64	106.87
hsa-miR-376b-3p	43.46	61.17	59.38	29.03	49.65	17.28	117.69	41.78	59.96	81.65	37.68	42.06	22.78	42.23	41.69	69.97	70.58	19.15	62.21	40.14	58.03	15.95	36.89	86.67	39.23	29.19	27.30	36.18	44.01	35.19
hsa-miR-376b-5p	34.32	35.35	21.93	35.20	17.32	16.20	29.49	16.27	38.54	39.88	27.97	14.02	11.76	21.23	21.07	59.03	34.20	10.16	51.86	31.43	43.40	13.29	43.32	67.06	24.56	19.35	27.16	25.21	33.44	32.26
hsa-miR-376c-3p	246.66	336.29	332.69	336.91	261.33	135.08	342.35	261.64	456.06	421.71	227.99	171.68	114.28	261.78	289.86	465.12	472.25	76.22	263.12	244.05	350.21	82.42	261.23	401.56	364.48	177.74	294.68	275.45	319.28	277.13
hsa-miR-376c-5p	37.28	37.09	22.61	36.67	18.28	17.16	30.56	17.26	40.78	41.97	34.57	16.51	14.75	22.82	22.15	61.80	37.04	10.93	55.81	32.42	45.91	15.66	45.59	70.20	25.68	20.52	29.33	27.17	35.09	34.41
hsa-miR-377-3p	44.42	67.28	54.79	43.45	40.55	28.70	38.74	42.08	47.28	54.41	23.69	16.23	10.27	31.45	23.40	98.24	58.56	11.18	42.67	48.57	44.97	9.45	47.56	55.29	44.49	23.21	35.14	42.16	48.28	33.25
hsa-miR-377-5p	92.06	65.67	58.42	47.34	42.55	39.54	74.22	60.70	61.41	69.95	72.63	45.12	44.82	82.08	62.04	94.89	107.35	36.63	134.42	103.42	106.34	42.24	97.14	66.08	33.91	33.30	59.87	45.26	64.61	57.04
hsa-miR-378a-3p	311.81	293.28	308.88	291.14	303.23	217.17	135.21	521.36	249.43	261.70	217.12	406.04	301.38	258.60	187.83	163.69	246.06	276.61	178.45	147.24	418.41	402.34	266.20	127.84	145.73	75.74	119.56	189.13	150.69	249.34
hsa-miR-378a-5p	56.18	53.70	35.60	54.83	45.05	42.61	36.68	96.22	27.12	53.10	85.45	173.29	130.90	49.61	27.97	25.22	41.13	91.52	38.86	21.58	80.67	109.59	49.29	38.23	27.93	18.41	34.25	47.90	30.24	49.14
hsa-miR-378b	0.17	0.39	0.24	0.51	0.19	0.13	0.18	0.43	0.20	0.36	1.55	0.32	0.93	0.57	0.18	0.00	0.00	0.13	0.07	0.03	0.07	0.00	0.13	0.00	0.03	0.00	0.04	0.06	0.00	0.15
hsa-miR-378c	13.67	17.38	18.16	11.58	13.06	9.38	3.31	19.75	7.63	9.86	19.03	26.07	21.10	17.14	15.06	5.39	8.32	8.74	6.94	4.98	12.99	15.36	8.63	3.14	5.38	3.17	5.49	8.16	4.21	8.44
hsa-miR-378d	4.18	6.18	2.67	2.12	2.65	1.91	1.56	4.03	1.80	2.28	6.60	12.37	7.66	7.95	6.72	1.46	2.97	2.57	3.00	1.38	4.01	3.84	3.17	0.98	1.32	0.47	1.43	1.90	1.47	2.15
hsa-miR-378d	4.36	5.99	2.64	2.28	2.61	1.98	1.47	3.77	1.77	2.17	7.38	13.95	9.34	8.17	7.08	1.60	2.84	2.96	2.93	1.47	4.15	3.84	3.02	0.98	1.32	0.47	1.57	1.84	1.41	2.18
hsa-miR-378e	2.79	3.80	0.89	0.66	0.73	0.83	0.49	1.28	0.71	0.67	1.94	5.10	3.17	2.72	1.97	0.29	0.92	1.03	0.82	0.45	1.25	1.48	0.84	0.39	0.32	0.35	0.50	0.57	0.32	0.69
hsa-miR-378f	2.44	1.35	1.75	2.43	1.96	0.89	0.49	4.26	1.08	1.23	3.88	2.74	2.80	1.25	1.44	0.58	1.19	1.67	0.68	0.48	2.09	3.25	1.38	0.39	0.81	0.82	1.07	2.41	0.40	1.52
hsa-miR-378g	0.52	0.58	0.55	0.20	0.38	0.26	0.76	0.95	0.59	0.72	2.33	2.42	1.49	2.72	1.44	0.88	0.46	0.64	0.82	0.42	1.01	0.59	0.75	0.00	0.20	0.35	0.25	0.17	0.27	0.33
hsa-miR-378h	0.00	0.06	0.24	0.05	0.19	0.13	0.05	0.19	0.05	0.14	0.78	1.12	1.49	0.34	0.27	0.15	0.33	0.26	0.27	0.18	0.35	0.30	0.20	0.00	0.23	0.00	0.11	0.29	0.08	0.30
hsa-miR-378i	9.06	10.56	8.98	9.31	15.17	10.21	5.09	21.13	9.45	8.02	8.16	15.46	12.70	12.26	3.14	6.56	6.07	13.24	5.31	4.32	12.57	20.68	8.76	5.69	5.95	3.63	5.84	10.74	4.45	8.23
hsa-miR-378j	0.00	0.00	0.00	0.05	0.00	0.06	0.00	0.05	0.00	0.03	0.00	0.11	0.19	0.11	0.00	0.15	0.13	0.26	0.20	0.09	0.31	0.30	0.27	0.00	0.03	0.00	0.00	0.00	0.00	0.03
hsa-miR-379-3p	39.46	49.71	30.91	23.67	24.12	13.90	36.95	39.38	25.28	51.79	21.75	21.19	17.55	18.96	29.05	35.13	33.28	7.71	35.26	14.95	25.98	17.13	22.25	18.63	11.19	7.03	18.07	15.22	21.29	25.58
hsa-miR-379-5p	11238.50	9515.23	9271.15	10258.10	5978.84	4570.99	7116.74	10154.80	12006.20	11005.10	3040.00	2522.47	2912.03	5217.27	8237.28	5399.11	7237.50	1737.32	6335.48	3816.48	6051.07	2139.90	5617.13	4014.81	3001.52	1771.98	3891.28	3317.15	4507.58	6064.69
hsa-miR-380-3p	11.15	13.33	8.50	8.75	7.18	3.00	12.73	13.31	9.82	12.67	4.66	6.47	6.54	5.79	9.06	4.08	7.06	2.19	7.90	2.10	5.57	6.20	3.24	3.14	1.58	1.17	3.21	1.90	2.69	4.47
hsa-miR-380-5p	10.89	9.53	9.39	5.67	7.30	3.32	10.19	10.89	8.69	7.41	4.66	4.46	3.36	9.54	8.16	2.92	7.26	2.83	8.71	2.34	5.96	3.55	2.73	1.96	1.04	1.06	1.68	1.38	1.79	3.91
hsa-miR-381-3p	930.38	1214.18	1262.10	1431.65	765.40	544.61	447.71	1177.50	1108.21	898.33	284.31	290.96	251.34	250.77	531.22	940.16	873.00	176.10	396.65	406.52	629.27	252.57	553.28	508.42	532.56	239.76	587.76	602.70	565.54	498.65
hsa-miR-381-5p	50.60	48.48	22.03	41.68	21.66	28.70	21.49	22.74	45.88	55.69	40.01	29.80	20.73	29.40	28.24	113.99	69.12	18.25	87.46	46.62	65.58	15.95	53.22	52.35	30.08	16.18	42.84	43.02	55.42	60.98
hsa-miR-382-3p	28.66	42.30	37.35	32.47	25.00	15.44	11.08	35.93	15.73	27.96	28.35	24.63	24.09	23.50	35.41	36.73	38.23	16.32	24.57	18.70	46.32	14.48	21.85	16.67	19.70	9.50	20.53	19.24	24.70	19.35
hsa-miR-382-5p	390.46	325.79	282.56	372.72	190.09	120.99	147.90	349.67	276.04	257.47	192.26	166.83	194.57	182.77	279.01	159.46	285.54	110.67	222.69	100.05	210.20	123.48	156.11	114.12	101.35	52.88	163.25	116.99	132.49	193.10
hsa-miR-383-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-383-5p	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-384	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3907	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3908	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3909	3.05	3.54	2.71	3.34	2.69	1.85	3.66	4.50	5.44	5.57	4.27	6.18	3.92	4.65	1.35	1.90	1.59	3.21	3.00	4.71	2.82	7.09	3.93	2.16	3.83	2.81	6.02	5.34	4.16	3.94
hsa-miR-3910	0.00	0.06	0.07	0.00	0.00	0.00	0.09	0.00	0.05	0.00	0.00	0.07	0.00	0.00	0.09	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.06
hsa-miR-3910	0.00	0.06	0.07	0.00	0.00	0.00	0.09	0.00	0.05	0.00	0.00	0.07	0.00	0.00	0.09	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.06
hsa-miR-3911	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3912-3p	0.00	0.00	0.00	0.00	0.04	0.00	0.18	0.07	0.12	0.06	0.00	0.07	0.00	0.00	0.00	0.00	0.07	0.00	0.07	0.03	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.06	0.05	0.06
hsa-miR-3912-5p	0.26	0.58	1.30	1.06	1.00	0.45	0.49	0.88	0.64	0.81	0.00	0.32	0.00	0.23	0.99	0.29	0.46	0.00	0.27	0.18	0.59	0.30	0.49	0.39	0.26	0.00	0.21	0.29	0.11	0.54
hsa-miR-3913-3p	2.35	2.32	2.16	1.37	0.88	0.64	0.76	2.16	1.94	1.11	0.00	0.95	0.93	0.91	1.44	1.31	1.39	0.90	0.68	0.96	1.12	0.30	0.56	1.37	0.43	0.23	0.43	0.46	0.64	0.75
hsa-miR-3913-5p	0.35	0.90	0.86	0.41	0.38	0.38	0.27	0.43	0.89	0.95	1.17	0.46	0.56	0.68	0.45	0.15	0.66	0.00	0.82	0.69	0.70	0.30	0.53	0.39	0.40	0.35	0.71	0.40	0.43	0.72
hsa-miR-3913-3p	2.35	2.32	2.16	1.37	0.88	0.64	0.76	2.16	1.94	1.11	0.00	0.95	0.93	0.91	1.44	1.31	1.39	0.90	0.68	0.96	1.12	0.30	0.56	1.37	0.43	0.23	0.43	0.46	0.64	0.75
hsa-miR-3913-5p	0.35	0.90	0.86	0.41	0.38	0.38	0.27	0.43	0.89	0.95	1.17	0.46	0.56	0.68	0.45	0.15	0.66	0.00	0.82	0.69	0.70	0.30	0.53	0.39	0.40	0.35	0.71	0.40	0.43	0.72
hsa-miR-3914	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3914	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3915	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3916	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3917	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3918	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3919	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.04	0.00	0.00	0.00
hsa-miR-3920	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3921	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3922-3p	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.03
hsa-miR-3922-5p	0.00	0.00	0.00	0.00	0.04	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.07	0.00	0.03	0.00	0.00	0.00	0.03	0.00
hsa-miR-3923	0.09	0.00	0.00	0.10	0.04	0.06	0.00	0.17	0.03	0.11	0.00	0.04	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.03	0.00	0.30	0.07	0.00	0.03	0.00	0.18	0.06	0.00	0.00
hsa-miR-3924	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3925-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
